id,fy,state_name,district_name,total_dbt_transfer,no_of_dbt_transactions,start_year,end_year,transfer_per_transaction
146,2019-2020,Uttar Pradesh,Barabanki,591700000,3145585,2019,2020,188.10491530192317
147,2019-2020,Uttar Pradesh,Bareilly,931900000,5426784,2019,2020,171.72233131077263
148,2019-2020,Uttar Pradesh,Basti,499000000,2364829,2019,2020,211.00891438662163
149,2019-2020,Uttar Pradesh,Bijnor,669000000,4034103,2019,2020,165.83612267708583
150,2019-2020,Uttar Pradesh,Budaun,402500000,2317870,2019,2020,173.65080871662346
151,2019-2020,Uttar Pradesh,Bulandshahr,688500000,4205383,2019,2020,163.7187385786265
152,2019-2020,Uttar Pradesh,Chandauli,334100000,1582704,2019,2020,211.09443079691465
153,2019-2020,Uttar Pradesh,Chitrakoot,89200000,429620,2019,2020,207.62534332666078
154,2019-2020,Uttar Pradesh,Deoria,786400000,3683585,2019,2020,213.4876757289434
155,2019-2020,Uttar Pradesh,Etah,271900000,1544340,2019,2020,176.06226608130333
156,2019-2020,Uttar Pradesh,Etawah,287200000,1625284,2019,2020,176.7075784908976
157,2019-2020,Uttar Pradesh,Ayodhya,530500000,2611363,2019,2020,203.15061521511947
158,2019-2020,Uttar Pradesh,Farrukhabad,295500000,1681508,2019,2020,175.73511395723364
159,2019-2020,Uttar Pradesh,Fatehpur,324400000,1838350,2019,2020,176.46258873446297
160,2019-2020,Uttar Pradesh,Firozabad,503900000,2959270,2019,2020,170.2784808415589
161,2019-2020,Uttar Pradesh,Gautam Buddha Nagar,742000000,4852305,2019,2020,152.91701572757688
